"2023-07-10 16:21:07.991158","root[root] @  [172.18.0.2]",1094,1,"Query","SHOW WARNINGS"
"2023-07-10 16:21:07.999352","root[root] @  [172.18.0.2]",1094,1,"Query","SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'"
"2023-07-10 16:21:08.006377","root[root] @  [172.18.0.2]",1094,1,"Query","SHOW  COLUMNS FROM `lib`.`book`"
"2023-07-10 16:21:08.013687","root[root] @  [172.18.0.2]",1094,1,"Query","SHOW INDEXES FROM `lib`.`book`"
"2023-07-10 16:21:08.025538","root[root] @  [172.18.0.2]",1094,1,"Query","SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'lib' AND TABLE_NAME = 'book'"
"2023-07-10 16:21:08.028320","root[root] @  [172.18.0.2]",1094,1,"Query","SELECT @@lower_case_table_names"
"2023-07-10 16:21:08.030088","root[root] @  [172.18.0.2]",1094,1,"Query","SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('lib') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'book' ORDER BY Name ASC"
"2023-07-10 16:21:08.033278","root[root] @  [172.18.0.2]",1094,1,"Query","SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1"
"2023-07-10 16:21:08.035457","root[root] @  [172.18.0.2]",1094,1,"Query","SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'"
"2023-07-10 16:21:08.038259","root[root] @  [172.18.0.2]",1094,1,"Quit",""
"2023-07-10 16:21:08.038212","root[root] @  [172.18.0.2]",1095,1,"Quit",""
"2023-07-10 16:21:20.963255","[root] @  [172.18.0.2]",1096,1,"Connect","root@172.18.0.2 on  using TCP/IP"
"2023-07-10 16:21:20.987130","root[root] @  [172.18.0.2]",1096,1,"Query","SELECT @@version, @@version_comment"
"2023-07-10 16:21:20.990803","root[root] @  [172.18.0.2]",1096,1,"Query","SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'"
"2023-07-10 16:21:20.992669","root[root] @  [172.18.0.2]",1096,1,"Query","SET lc_messages = 'en_US'"
"2023-07-10 16:21:20.996359","[root] @  [172.18.0.2]",1097,1,"Connect","root@172.18.0.2 on  using TCP/IP"
"2023-07-10 16:21:20.998973","root[root] @  [172.18.0.2]",1097,1,"Query","SHOW TABLES FROM `phpmyadmin`"
"2023-07-10 16:21:21.004521","root[root] @  [172.18.0.2]",1097,1,"Query","SHOW TABLES FROM `mysql`"
"2023-07-10 16:21:21.015323","root[root] @  [172.18.0.2]",1096,1,"Query","SET collation_connection = 'utf8mb4_unicode_ci'"
"2023-07-10 16:21:21.017016","root[root] @  [172.18.0.2]",1097,1,"Query","SHOW TABLES FROM `phpmyadmin`"
"2023-07-10 16:21:21.018270","root[root] @  [172.18.0.2]",1097,1,"Query","SHOW TABLES FROM `mysql`"
